fact_checked_segment,comment_by_fact-checker,article,label_str_raw
"“This past winter, a string of days 60 and 70 degrees warmer than normal baked the North Pole”","Regions with open water will stay relatively warm due to the relatively warm water. As soon as ice limits heat flows from the ocean to the atmosphere it can get very cold. Also, in general variability is much stronger in the Arctic—what sounds like a really big warm anomaly to an innocent reader in the USA is thus exceptional, but less so than the numbers suggest. That is context a reader would need to know. Steffensen et al (2008) High-Resolution Greenland Ice Core Data Show Abrupt Climate Change Happens in Few Years, Science ",,Red Herring
"Biological, geological and planetary systems are extremely robust. Our evolving dynamic planet has survived sea level changes of hundreds of metres","This is a non-sequitur. Just because the physical Earth system still functions after major climatic changes, doesn’t mean that we as humans should not be concerned about its impacts on our civilization.",,Red Herring
"“While evidence that the earth’s orbital variations impact radiation levels and thus global temperatures does not of course mean that man is not in some way impacting the climate, studies like these highlight that the role man plays on the planet is dwarfed by natural phenomena utterly out of our control.”","I’m not sure how they come to this conclusion. The increase in global temperature from the depth of the last glacial (22,000 years ago) to preindustrial times is about 4.5°C. This is less than the warming projected for the end of the century, if we choose to ignore man’s responsibility as the author suggests. Clearly if we do act to limit the warming to 2°C, then the glacial change would be bigger than it, but the timespans involved mean that current climate change is still a happening at a faster rate.",,Red Herring
"“But some research suggests that a catastrophe might not yet be inevitable. In a study last year, Robert M. DeConto of the University of Massachusetts, Amherst, and David Pollard of Pennsylvania State University used their computer model to predict what would happen if emissions were reduced sharply over the next few decades, in line with international climate goals. Under the most ambitious scenarios, they found a strong likelihood that Antarctica would remain fairly stable.”","To my mind, the way this is written gives the impression that the DeConto and Pollard study is the outlier and that a substantial body of research suggest that a catastrophe is already inevitable—however, the article has not actually given any details of any such research, it only raised the possibility of unstoppable disintegration as a research question. It would be far more accurate to say that the vast majority of research does not suggest that a catastrophe is inevitable. ",,Red Herring
"I note particularly that sea-level rise is not affected by the warming; it continues at the same rate, 1.8 millimeters a year, according to a 1990 review by Andrew S. Trupin and John Wahr.","This is very misleading. Why is the author using a review dating from 1990, when there have been many publications over the past 28 years that show a much higher rate of Global Mean Sea Level (GMSL) rise over the last few decades? For instance, Hay et al* have looked at tide gauge records since the beginning of the 20th century and found that the rate of GMSL rise was 1.2 +/- 0.2 mm/yr over the 1901-1990 period, but 3.0 +/- 0.7 mm/yr over the 1993-2010 period (this period corresponds to the time for which we also have satellite altimetry measurements, which are consistent with this rate). The author also talks about an “accelerating rate” of sea-level rise later in his article, which contradicts his own statement. Hay et al (2015) Probabilistic reanalysis of twentieth-century sea-level rise, Nature ",article99.txt,Red Herring
“a warming planet causes our weather to become more stuck in place”,"This claim is somewhat overly confident given the available evidence. Observational studies (e.g. Francis and Vavrus 2015*) do indeed suggest that the “waviness” of the jet stream and subsequently the propensity for weather patterns to become more persistent has increased in certain regions and during certain seasons, although this is not universally true. There is also emerging evidence that the rapid warming of the Arctic may be playing a role in creating the conditions favorable for weather patterns to become “stuck in place”—a hypothesis that the new Mann et al. 2017* paper discussed in the article supports. The connections between amplified Arctic warming and mid-latitude weather extremes remains a very active area of scientific research (Overland et al. 2016*), however, and considerable uncertainty regarding the magnitude and mechanisms of this effect remain. Francis and Vavrus (2015) Evidence for a wavier jet stream in response to rapid Arctic warming, Environmental Research Letters Mann et al (2017) Influence of Anthropogenic Climate Change on Planetary Wave Resonance and Extreme Weather Events, Scientific Reports Overland et al (2016) Nonlinear response of mid-latitude weather to the changing Arctic, Nature Climate Change ",article55.txt,Red Herring
"“There was, he said, an ‘inherent bias’ in scientific journals which predisposed them to publish ‘doom and gloom stories’.”","The words “inherent bias” do not appear in my article. Rather, I refer to “publication bias”. In research, an “inherent bias” is one which is inextricably tied to the core nature of the phenomenon being studied and cannot, therefore, be eliminated by increasing the sample size or choosing a different estimator. “Publication bias”, on the other hand, refers to the general (across all of science) phenomenon by which studies presenting positive results – supporting the hypothesis being tested – are more likely to be published than those reporting negative results. This sometimes creates a situation where published studies may be systematically different from unpublished studies – for example, studies showing an impact of ocean acidification might be published more easily and in higher profile journals than studies showing no impact. However, I only allude to this possibility in the introduction; I do not asses it quantitatively (something that would, in fact, be very difficult to do). Finally, the words “doom and gloom” do not appear in my introduction.",article45.txt,Strawman
"With that in mind, they propose a plausible and terrifying “2050 scenario” whereby humanity could face irreversible collapse in just three decades.","Not to downplay the seriousness of what humanity is facing, but the report in fact doesn’t make this claim. While scientists do expect many of the changes to the Earth system due to global heating to be “irreversible,” and while this should be extremely concerning to any reasonable person, it is different than “irreversible human collapse” which, if you think about it, needs unpacking.",,Strawman
"“Higher temperatures, we’re told, will be deadly—killing “thousands to tens of thousands” of Americans”","Whether this is on purpose or not, Mr. Lomborg’s immediate focus on the part of the report dealing with temperature-related deaths makes it sound as if this is the only focus of the report. However, the report also deals with air quality impacts, food safety, extreme events, etc.",,Strawman
"“The good news, scientists said, was that central and southern sections of the reef fared far better, with “only” 6% and 1% of the coral dead, respectively.”",The pattern of warming this year resulted in the highest thermal stress being located in the northern part of the Great Barrier Reef. This can be seen in the coral bleaching products from NOAA’s Coral Reef Watch. Source: NOAA Coral Reef Watch ,,Strawman
"“This will achieve almost nothing. My peer-reviewed research, published last November in the journal Global Policy, shows that even if every nation were to fulfill all their carbon-cutting promises by 2030 and stick to them all the way through the century—at a cost of more than $100 trillion in lost GDP—global temperature rise would be reduced by a tiny 0.3°F (0.17°C).” ","Dr. Lomborg sets out to show that the INDCs [emission reduction pledges] are useless. To do so he grossly misrepresents the pledges. He constructs an incomplete accounting that omits the pledges of many nations, ignores China’s pledge to cap its emissions by 2030, and assumes that the [European Union countries] will abandon their commitment to emissions reductions as soon as their pledges are fulfilled. (find more details in this rebuttal of Lomborg’s paper) ",,Strawman
"The first adjustment changed how the temperature of the ocean surface is calculated, by replacing satellite data with drifting buoys and temperatures in ships’ water intake.","This isn’t what happened. Satellite data was not replaced, it was never there in the first place. Independent satellite data confirmed that the new corrections are solid.1 1- Hausfather et al (2017) Assessing recent warming using instrumentally homogeneous sea surface temperature records, Science Advances ",article130.txt,Strawman
the data does not support the claim that the United States is hotter than ever as a result of rising Carbon dioxide levels,This would be claim about the average temperature of America and would normally refer to the annual average temperature—that does not follow from summer maximum temperature records.,article124.txt,Strawman
"“Scientists were caught off guard when the true ice conditions were different from their predictions, which took place only months ago…”",The linked article is not about predictions made for Arctic sea ice.,article88.txt,Strawman
Fifty-five percent of the global population are subject to more than 20 days a year of lethal heat conditions beyond that which humans can survive,This is clearly from Mora et al (2017) although the report does not include a citation of the paper as the source of that statement. The way it is written here (and in the report) is misleading because it gives the impression that everyone dies in those conditions. That is not actually how Mora et al define “deadly heat” – they merely looked for heatwaves when somebody died (not everybody) and then used that as the definition of a “deadly” heatwave.,article127.txt,Strawman
"“At the end of the current paper, the researchers are blunt about the consequences of a continuing loss of oceanic oxygen. ‘Far-reaching implications for marine ecosystems and fisheries can be expected,’ they write.”","It’s true that this is the last sentence of the paper. However, they refer to another study here: Cheung et al (2012) Shrinking of fishes exacerbates impacts of global ocean changes on marine ecosystems. Nature Climate Change. ",,Strawman
They failed to predict a decadelong [sic] pause in global temperatures.”,"Individual runs of individual models did capture such behaviour as has been shown by a wealth of literature on the topic. On a decadal scale, natural variability plays an important role, as can short-lived forcing effects. The scientific community has a substantial understanding of the “pause” and its causes. This understanding builds rather than diminishes confidence in the climate models.",,Strawman
“the climate models have overestimated the amount of global warming and failed to predict what climatologists call the warming ‘hiatus’”,Except that the report (the paper published in Nature Geoscience) never said that. The paper does not describe modelled warming vs. observations over the “hiatus” period.,,Strawman
"“Yet, a new study of 60 climate models and scenarios shows this warning fails to take into account the fact that global warming will mean precipitation increases. Indeed, water flow will actually increase over this century, which is likely beneficial in increasing “water availability in the Indus Basin irrigation scheme during the spring growing seasons.” ”","The cited study states that runoff in the Indus basin will increase during the first half of the 21st century, mainly due to increasing glacier melt (not precipitation increase as mentioned here). This increase in flow from glacier melt is projected to decrease during the 2nd half of the 21st century (Immerzeel et al, 2013: Rising river flows throughout the twenty-first century in two Himalayan glacierized watersheds). … Besides, an increase in frequency and magnitude of hydrological extremes (flooding events) is projected. [read more]",,Strawman
the models predicted seven times as much warming as has been observed,"The op-ed authors reference the 2017 State of the Climate Report. I helped prepare the “Lower and Mid-Tropospheric Temperature” section and it is unclear where the authors’ statistic comes from (“seven times as much warming…”). The average CMIP5 model warming in the tropical troposphere does outpace observations (by a factor of 1.5 – 3.3, depending on dataset). This issue deserves (and has received) scrutiny.1,2,3,4,5,6 The difference in warming rates between observations and models largely arises in the early 2000s. A number of assessments have concluded that this slowdown in warming in the 2000s is in part due to natural variability (the Earth’s warming was slowed due to climate variability) and forcing (the real world experienced different solar and volcanic aerosol forcing than what was used in the models). Models do simulate natural “hiatus” periods like that experienced in the early 2000s, but, since they are random, they generally do not occur at the same times as in the real world (though some models happened to have a slowdown in warming in the early 2000s). Furthermore, forcing agents (greenhouse gases, aerosols, solar changes) are prescribed to models. Since we do not know the exact evolution of forcing agents for future projections, they are estimated. In this case, the estimated forcing was different than what occurred in the real world. When these issues are taken into account, models and observations are in agreement. Over long periods, when natural variability is a smaller issue, models and observations agree on the rate of warming. Assessments of model projections of climate change show that models have typically been quite skillful (e.g. here). 1- IPCC (2013) Climate Change 2013: The Physical Science Basis (Ch. 9, Box 9.2) 2- Meehl et al (2014) Climate model simulations of the observed early-2000s hiatus of global warming, Nature Climate Change 3- Gleisner et al (2015) Recent global warming hiatus dominated by low‐latitude temperature trends in surface and troposphere data, Geophysical Research Letters 4- Medhaug et al (2017) Reconciling controversies about the ‘global warming hiatus’, Nature 5- Santer et al (2017) Comparing Tropospheric Warming in Climate Models and Satellite Data, Journal of Climate 6- Santer et al (2017b) Causes of differences in model and satellite tropospheric warming ",article130.txt,Strawman
"Longer term, if emissions rise unchecked, scientists fear climate effects so severe that they might destabilize governments, produce waves of refugees, precipitate the sixth mass extinction of plants and animals in the Earth’s history, and melt the polar ice caps, causing the seas to rise high enough to flood most of the world’s coastal cities. The emissions that create those risks are happening now, raising deep moral questions for our generation.”","This paragraph suggests that the emissions that will precipitate the sixth mass extinction are happening now, which I think is misleading. We can stop those impacts by reducing our emissions.",article77.txt,Strawman
"“the rapid ice loss recorded by satellite measurements over the last 20 years is not likely to be a blip, but part of a long-term trend being exacerbated by climate change. Global warming is driving major melting on the surface of Greenland’s glaciers and is speeding up their travel into the sea.”","While this paragraph is not imprecise, there is a slight wiggle room for the wrong interpretation that the acceleration of ice loss seen in the past decades is just a “blip” on top of a much larger rate of mass loss since the Last Glacial Maximum (LGM). This new work finds the contribution to sea level rise from the Greenland Ice Sheet since the LGM to be 4.6 ± 0.7 m – an average ice loss rate of roughly 75-80 Gt/yr, which is almost identical to the rate of ice loss in the 20th century (75 Gt/yr) suggested by Kjeldsen et al. (2015). The rate of ice loss has accelerated in the past decades so that we today see rates that are more than the triple of those earlier rates. However, I do not think this is a major issue, as the paragraph is sandwiched in between precise explanations and context provided by scientists. ",article35.txt,Strawman
"“in a letter to The Times from Lord Krebs and company, essentially telling the newspaper to stop reporting less-than-negative climate stories.”","This is a misrepresentation of the Lords’ letter. The letter builds on scientists’ analyses of two inaccurate articles on climate change in The Times, and it asks the editor to center their coverage on the facts rather than on the viewpoints of a marginal pressure group. Misrepresenting someone’s position to make it easier to attack is known as a straw man fallacy. ",article27.txt,Strawman
"it was assumed carbon dioxide had the pivotal role in driving climate change and that the effects of clouds, back-radiation and the sun were trivial.","It was not assumed carbon dioxide had a pivotal role, this is calculated using equations based on physics. The effect of clouds… was not assumed, but is a result of equations you get from physics. Here is a 1989 study* that talks about how important clouds are. “Back radiation” is included in all climate models and comes from carbon dioxide, among other gases. The Sun’s activity is included in climate models, although it has been generally cooling if anything over the last 40+ years. Cess et al (1989) Interpretation of Cloud-Climate Feedback as Produced by 14 Atmospheric General Circulation Models, Science ",,Strawman
"“climate change skeptics and contrarians … have long contended that global warming won’t be all bad, and that plants might help offset any global warming trend.”","It is not only a skeptic’s argument: the land biosphere does offset part of the warming by taking up 25% of emissions. However, the uncertainty in the durability of this pattern is very large with no clear consensus between earth system models used in the IPCC latest assessment report, see Figure below: From Friedlingstein et al (2014) Uncertainties in CMIP5 Climate Projections due to Carbon Cycle Feedbacks, Journal of Climate",,Strawman
"“More than half of the 44 studies selected for publication found that raised levels of CO2 had little or no impact on marine life, including crabs, limpets, sea urchins and sponges” ","It is crucial to understand exactly which species are and aren’t affected by Ocean Acidification, as that will determine how ecosystems will change through time. I will also point out that if this figure is correct, and 50% of organisms are unaffected by Ocean Acidification, 50% of organisms are affected by Ocean Acidification, which is a HUGE amount of marine life. It also neglects the fact that reefs themselves are most definitely affected, which creates and maintains the habitat for many of these other organisms in the first place.",,Strawman
"“But other scientific authors have expressed considerable skepticism of these kinds of ideas in the past. A recent study in Nature Geoscience, for instance, called into question whether the Arctic’s melting, and in particular its sea ice loss, has been causing winter cooling over Eurasia, another idea that has been swept up in the debate over the jet stream and weather extremes.”","Again, the debate has been about Arctic amplification and winter storm behavior, so this is somewhat misleading. It gives the impression that the new study tacitly pushes the debate about the winter storms toward the Francis/Vavrus side.",article55.txt,Strawman
“The methodology used by the studies was often flawed”,My introduction does not present a quantitative assessment of the frequency of occurrence of methodological flaws in the ocean acidification literature.,article45.txt,Strawman
"Because it’s getting warmer, there’s more CO2 coming out which means it’s going to get warmer which means there’s more CO2 coming out[…] And it will just run away with itself.”","(Dr Commane is the first author of the scientific study discussed in the ThinkProgress article) I spoke with Henry Fountain (New York Times), Chris Mooney (Washington Post), Oli Milman (Guardian), and Bob Berwyn (Inside Climate News) about the PNAS paper and I think they all did a great job condensing my attempts at communicating the message of the paper. The radio chat I did with a local NPR station in Juneau, AK (which I think is the source of this article) was probably the least comprehensive attempt—I tried to make things as simple as possible and didn’t realize that the quote would sound so off when taken outside of that context. I think the written articles better conveyed the essence of the paper compared to what I tried to say in the radio piece.",,Strawman
"The IPCC reports also don’t fully account for the albedo effect (less ice means less reflected and more absorbed sunlight, hence more warming); more cloud cover (which traps heat); or the dieback of forests and other flora (which extract carbon from the atmosphere). Each of these promises to accelerate warming","I am not sure what the author means here. The climate models whose projections the IPCC reports are based on definitely account for the changes in albedo from reduced sea-ice and snow cover as the world warms (although not necessarily changes in glaciers and ice caps extents—e.g. Greenland—which is maybe what the author means here), as well as the effect of changes in clouds (actually, the largest source of uncertainty in climate models projections); most models also now account for changes in vegetation and include an interactive carbon cycle (for instance, how a reduction in forest diminishes the land carbon sink).",,Vagueness
Scientists say halting deforestation ‘just as urgent’ as reducing emissions,"The original statement says: halting fossil fuel use, which is different than reducing emissions since e.g. deforestation also leads to emissions.",,Vagueness
"“Sea level rise of 65 centimeters, or roughly 2 feet would cause significant problems for coastal cities around the world.”",It should be mentioned that this is a global average. The increase will not be uniform—exacerbating the consequences described below,,Vagueness
“the adjusted data”,"It is surprising that, despite adjusted data being the crux of the arguments made here and in the study referred to, the author never explains why one may need to adjust measurements made on the ground or by satellites. There has been significant media coverage recently of some of the adjustments relating to temperature measurements made by satellites. Simply from a practical standpoint, it is beneficial to consider what is involved in sustaining the orbit of a satellite. Once put into orbit, a satellite will slowly “decay” away from its intended orbit as it is pulled nearer to Earth by gravity and other effects. Unless it has its own propulsion to correct for this, it will eventually be pulled out of orbit. This decay affects the exact time of day during which the satellite repeats measurements over one location. For example, from 1995 to 2005, the time of day that a NOAA satellite (NOAA-14) passed over the equator changed by more than 6 hours. The temperature in Quito at 12pm local time versus 6pm local time is quite different, so the satellite measurement must be corrected for this and other effects. More details from this excellent article by Zeke Hausfather.",article68.txt,Vagueness
“Global Ocean Circulation Appears To Be Collapsing Due To A Warming Planet”,"I’m a little hesitant about the title. The slowdown of the Atlantic Meridional Overturning Circulation is not the same thing as the “collapse of global ocean circulation”. It might be more accurate to say that the AMOC is at risk of collapsing in a warming world. Also, it’s worth noting that although we understand that there is a connection between AMOC and the amount of carbon dioxide in the atmosphere, the mechanisms involved in this connection are still under investigation.",article72.txt,Vagueness
“the mild warming of around 0.8 degrees Celsius that the planet has experienced since the middle of the 19th century”,"This figure [0.8°C] is generally accurate. Global average air temperature has increased by just under 1.0ºC, according to NASA Goddard Institute for Space Studies and confirmed by numerous other organizations: Source: NASA GISS However, it is quite disingenuous to suggest that warming the entire atmosphere by this amount is “mild.” Yes, it is a relatively mild adjustment on your home thermostat, increasing the temperature by less than one degree. For Americans, if your home is heated to 65ºF and you increase the temperature by 1ºF, that is equivalent to about a 0.6ºC increase. Heating the amount of air in your home is quite a different matter than heating the entire atmosphere. Just to start, the atmosphere has an approximate mass of 5 x 10^18 kg—that’s 5 quintillion kg or 11 quintillion pounds. In just over 100 years or so, we’ve increased the global air temperature thermostat by a staggering 0.8ºC—and we’re still emitting the greenhouse gases responsible for the warming.",article65.txt,Vagueness
"“The Arctic’s carbon bomb might be even more potent than we thought […] methane, a shorter-lived but far harder-hitting gas that could cause faster bursts of warming”","This wording suggests that permafrost melt in the Arctic is an abrupt event. Even the new research referred to here doesn’t put earlier work* fundamentally into question that argued for “a gradual and prolonged release of greenhouse gas emissions in a warming climate”. Shuur et al (2015) Climate change and the permafrost carbon feedback, Nature ",,Vagueness
A “Hothouse Earth” scenario plays out that sees Earth’s temperatures doomed to rise by a further 1°C (1.8°F) even if we stopped emissions immediately.,"This word choice perhaps reveals a bias on the part of the author of the article. A temperature can’t be doomed. And while I certainly do not encourage false optimism, assuming that humanity is doomed is lazy and counterproductive.",,Vagueness
"“Recent computer forecasts suggest that if greenhouse gas emissions continue at a high level, parts of Antarctica could break up rapidly, causing the ocean to rise six feet or more by the end of this century. That is double the maximum increase that an international climate panel projected only four years ago. But those computer forecasts were described as crude even by the researchers who created them. ‘We could be decades too fast, or decades too slow,’said one of them, Robert M. DeConto of the University of Massachusetts, Amherst. ‘There are still some really big question marks about the trajectory of future climate around Antarctica.’”","This reflects recent research—an important point is that this is about possible future consequences of high emissions, which are hence avoidable if emissions are lower. This is in contrast to the opening sentence and headline, which talk of “unstoppable disintegration” already in progress.",,Vagueness
"“In 2013, scientists reached a consensus that three feet was the highest plausible rise by the year 2100. But now some of them are starting to say that six or seven feet may be possible.”","In the 2013 IPCC report, there is a reference period (1986-2005),  there is an assumption of a reference pathway of future emissions, and there is a confidence assigned to the estimate.  That being said, I think the statement is pretty good.  The second sentence is I believe accurate; the work by DeConto and Pollard, building on Pollard et al. (note that I’m involved in this study), for example, points to the possibility of rapid warming triggering rapid sea-level rise.",article34.txt,Vagueness
“And some plants – like algae which use carbon for photosynthesis – may even benefit.”,"This sentence is not really wrong but imprecise. First, plants use carbon dioxide (or in the case of aquatic photosynthetic organisms CO2 and often bicarbonate). The term “carbon” is too general. Second, the sentence implies that only some plants use carbon dioxide. I am sure the author is aware that “all” plants use CO2 for photosynthesis.",,Vagueness
"“‘Acid’ was chosen, Moore believes, because it has ‘strong negative connotations for most people’.”",The terms acidification was not chosen for its negative connotation but rather because it defines the direction of change. Here is a simple example: when you describe the cooling of your coffee what term do you use? Cooling or un-warming? If the temperature is going down we say it is cooling. If the temperature is going up we say it is warming. The same applies to acidity. When the pH of something goes down we say that it is acidifying. That simple.,article45.txt,Vagueness
"“Climate change? Global warming? What do we call it? […]You can think of global warming as one type of climate change. The broader term covers changes beyond warmer temperatures, such as shifting rainfall patterns.”","This is a good way to describe the difference in language. It would also be reasonable to say that global warming (the increase in Earth’s average temperature) causes climate change (shifts in the location/frequency/intensity of weather patterns). In practice, the two terms are often used somewhat imprecisely and interchangeably (even in the scientific literature).",,Vagueness
"“Underneath the permafrost there are sediments full of methane hydrates. When the permafrost goes, you release the pressure on top of these hydrates and the methane comes out of solution”","It’s unclear what is meant by ‘permafrost goes’. Nothing particularly ‘goes’ anywhere, it just melts (and has been naturally melting due to post-Last Glacial Maximum sea level rise and the resulting thermal flux due to shelf inundation). Consequentially, I would not expect the pressure seen by the underlying hydrates to decrease if the overlying permafrost degrades. In fact in the real world it will probably increase due to anthropogenic sea level rise. So it will necessarily be an anthropogenic temperature pulse, not a pressure pulse that will destabilize methane hydrates under relic permafrost. Finally, methane molecules in hydrates is not ‘in solution’ but rather in the hydrate crystalline lattice. ",article33.txt,Vagueness
"“Ice cap is disappearing far more rapidly than previously estimated, and is part of a long-term trend, new research shows”","Again, “ice sheet” is more accurate than “ice cap”. In general, the term “ice cap” is not used in scientific literature. As a result, I think its use is confusing in the media, too, as people have a hard time understanding if it refers to ice sheets (thick ice on land) or sea ice (which are very different!).",article35.txt,Vagueness
“parts of the Earth will likely become close to uninhabitable”,"I am not sure how one defines habitability. Paucity of resources (e.g., water, vegetation) does not necessarily make a region uninhabitable. So I think that strictly speaking, the author is referring here to studies showing that the combination of heat+humidity may exceed a threshold for human survival some part of the year in already-very-hot-an-humid parts of Southwest Asia (around the Gulf of Persia) by the end of the century1. To my knowledge this kind of result hasn’t been shown for other regions, so in that context, the sentence “parts of”, while technically correct, may imply more than has been established. Note, however, that even without exceeding survival limits, humid heat increases would have impacts on outdoor activities2. Pal and Eltahir (2016) Future temperature in southwest Asia projected to exceed a threshold for human adaptability, Nature Climate Change Dunne et al (2013) Reductions in labour capacity from heat stress under climate warming, Nature Climate Change ",,Vagueness
"“The oceans, which absorb more than 90% of the extra CO2 pumped into the atmosphere“","Here “CO2” should be “heat” … according to the Scripps Institute, the uptake of CO2″ is about 26%.",article31.txt,Vagueness
"La Niñas, on the other hand, feature cooler than average waters in the Pacific",This should be “in the eastern equatorial Pacific”.,article115.txt,Vagueness
"“Despite recent attempts to paint the United States as a major global polluter, according to the World Health Organization (WHO), the U.S. is among the cleanest nations on the planet.”","This Breitbart article is playing with words, arguing that CO2 is not a “pollutant”. When it comes to CO2, the US is the second largest emitter after China. CO2 is a greenhouse gas, primarily responsible for climate change, inducing negative impacts on human and ecosystems. Replace the word “polluter” with “emitter” and the whole article falls apart—there is no story here.",article64.txt,Vagueness
It breaks my heart to think we’d lose half our tropical forests for plantations just to save ourselves,"So this seems to suggest that half of tropical forests are supposed to be cleared to make room for large-scale BECCS in scenarios where global warming is limited to 1.5C (or even 2C). This seems like it could have been described more clearly than in passing, in that quote.",article112.txt,Vagueness
"“Climate change might be worse than thought after scientists find major mistake in water temperature readings The sea was much colder than previously thought, the study suggests, indicating that climate change is advancing at an unprecedented rate”","This title and subtitle are totally misleading. The question of whether or not some (and I stress some because this only affects one proxy, not the others that suggest warm temperatures) temperature estimates were wrong has no bearing at all on the rate of current climate change.",,Vagueness
"bioenergy with carbon capture and storage (Beccs), is untested",The statement says: untested at large scale.,article112.txt,Vagueness
“More acidic oceans ‘will affect all sea life’”,“More acidic” is not entirely correct as the ocean is strictly speaking still alkaline (pH>7) and will remain so in the future. It is nevertheless true that the pH will most likely decrease (and has already done so in the past). A small change in the pH leads to large shifts in seawater carbonate chemistry (as the author correctly mentions later in the main text). The pH change will affect many species. I am not sure if the statement “all sea life” is justified at this stage. Indirect effects will likely play a major role here (as mentioned later in the text) but this still lacks evidence. This is more like “work in progress” I would say.,,Vagueness
"“But as long as there are still unburned fossil fuels in the ground, it is not too late to act.”","This statement is imprecise, and depends on value judgments of what “too late” means. Even emitting only a fraction of the available unburned fossil fuels would eliminate important ecosystems like coral reef habitats. For these ecosystems it will thus be too late. Because part of the CO2 that is emitted will remain in the atmosphere for many centuries, climate change constitutes a cumulative problem. Halting CO2 emissions before the last fossil fuel has been burned thus indeed commits the world to less impacts than the theoretically maximum. However, whether this is not “too late” depends on whether no irreversible or societally unacceptable impacts were reached before that point. The latter requires societal value judgments informed by scientific assessments, but is ultimately not a scientific question.",article77.txt,Vagueness
“it now seems like three feet is possible only under the rosiest of scenarios”,"Including the contribution from thermal expansion of seawater, mountain glaciers, and Greenland, three feet is probably a good estimate for the lower bound on the total sea level rise that can be expected from current and past climate change (many studies ask this question, but Pfeffer, 2008* is an oft-cited example). The key phrase here is total sea level rise, which may unfold in the next century or over the next several millennia as ice sheets continue to respond to past climate change for many hundreds to thousands of years. If this phrase refers to three feet of sea level rise from Antarctica by 2100, then it does not accurately represent the findings of DeConto & Pollard (see RCP 2.6 in Figure 5 of that study, above). Pfeffer et al (2008) Kinematic Constraints on Glacier Contributions to 21st-Century Sea-Level Rise, Science",article82.txt,Vagueness
to avoid runaway climate change,"“Runaway climate change” is too strong here. The original statement says: These “natural climate solutions” could provide 18%[v] of cost-effective mitigation through 2030, which is in reference to avoiding 2°C of climate change. This information relates to reason 2 in the original statement.",article112.txt,Vagueness
"“Dr Browman, a marine scientist for 35 years, said he was not saying that ocean acidification posed no threat, but that he believed that “a higher level of academic scepticism” should be applied to the topic. ","By making such broad statements, Dr Browman is undermining the hard work of many people who have spent a huge amount of effort to document the effects of ocean acidification on many marine species. If Dr Browman wants to attack particular studies, he should cite particular statements from particular papers that he thinks are false. It is inappropriate to make vague accusations denigrating an entire field of inquiry. ",,Vagueness
"“Global warming and climate change, even if it is 100% caused by humans, is so slow that it cannot be observed by anyone in their lifetime. Hurricanes, tornadoes, floods, droughts and other natural disasters have yet to show any obvious long-term change.”","This statement is far too broad to be supportable, and is misleading in a few ways. Among the many aspects and impacts of climate change, some are evolving slowly and others more quickly (quickly enough to be detected within a 70-year human lifetime). There is a very important difference between saying “there has been no change”, versus “the data records are not long enough to formally detect a change”. For example, our present records of hurricanes do in fact show very large and statistically significant increasing trends in a number of measures since the 1800s. But we also know that the older data are of a lower quality than modern data, so we are uncertain of what part of the trends are due to the data issues and what part may be due to human influences. The scientific community has established a very strict set of rules for formally establishing whether or not a trend has been detected, and we constrain our statements within this rigid framework. The author’s statement here violates those rules and is unsupportable",article39.txt,Vagueness
"“the WHO measures air pollution by the mean annual concentration of fine suspended particles of less than 2.5 microns in diameter. These are the particles that cause diseases of all sorts and are responsible for most deaths by air pollution. According to the WHO, exposure to particulate matter increases the risk of acute lower respiratory infection, chronic obstructive pulmonary disease, heart disease, stroke and lung cancer. The report […] found that the United States was one of the most pollution-free nations in the world.”","The particulate matter (PM) discussion is essentially correct. PM is indeed thought to cause far more deaths than any other air pollutant. The United States indeed has lower PM2.5 levels than most other countries, especially when comparing cities. Most of the country outside California attains EPA’s 12 ug/m3 PM2.5 standard. “Most pollution-free” is poorly worded, since of course no populated area is ‘pollution-free’. But yes, PM2.5 levels in urban and rural areas of the United States are lower than those in corresponding areas of many other countries. The article misleads by conflating levels of air pollution with terminology like “most polluting” or “biggest polluters”. Relatively clean air quality in the United States does not negate the fact that we are the world’s second largest emitter of CO2.",,Vagueness
"“Even if we meet the Paris goals of two degrees warming, cities like Karachi and Kolkata will become close to uninhabitable, annually encountering deadly heat waves like those that crippled them in 2015. At four degrees, the deadly European heat wave of 2003, which killed as many as 2,000 people a day, will be a normal summer. At six[…] summer labor of any kind would become impossible in the lower Mississippi Valley, and everybody in the country east of the Rockies would be under more heat stress than anyone, anywhere, in the world today[…].”","“At two degrees… at four… at six” What is missing here is a discussion of the probabilities of each target, depending on emission scenarios, etc… It’s fine to discuss high-end scenarios, but mentioning probabilities would add context—without deterring from discussing the extreme risks associated, I believe. In general, the language in this paragraph is dire, but, in my opinion, this is an underappreciated consequence of global warming, and the author does well to highlight it. It’s difficult to extrapolate future impacts from one-time events: the 2003 heatwave killed that many people in Europe because it was so far out from the usual distribution, and populations were poorly prepared. In a warmer future, preparedness and reactivity would arguably be improved, so impacts could be reduced.",,Vagueness
“Global warming under Paris pledges”,There is a risk that some people might confuse the term “Paris pledges” with the 1.5- and 2-degree C targets that came out of the Paris Agreement.,article66.txt,Vagueness
